name,amount
MEMBER OF PARLIAMENT REPRESENTING UPDF,126
MEMBER OF PARLIAMENT REPRESENTING UPDF,112
MEMBER OF PARLIAMENT REPRESENTING UPDF,106
MEMBER OF PARLIAMENT REPRESENTING UPDF,104
MEMBER OF PARLIAMENT REPRESENTING UPDF,83
MEMBER OF PARLIAMENT REPRESENTING UPDF,71
MEMBER OF PARLIAMENT REPRESENTING UPDF,63
MEMBER OF PARLIAMENT REPRESENTING UPDF,50
,
FEMALE MEMBER OF PARLIAMENT REPRESESNTING WORKERS,332
FEMALE MEMBER OF PARLIAMENT REPRESESNTING WORKERS,161
FEMALE MEMBER OF PARLIAMENT REPRESESNTING WORKERS,
WORKERS REPRESENTATIVES TO PARLIAMENT,291
WORKERS REPRESENTATIVES TO PARLIAMENT,271
WORKERS REPRESENTATIVES TO PARLIAMENT,228
WORKERS REPRESENTATIVES TO PARLIAMENT,174
WORKERS REPRESENTATIVES TO PARLIAMENT,151
WORKERS REPRESENTATIVES TO PARLIAMENT,149
WORKERS REPRESENTATIVES TO PARLIAMENT,131
WORKERS REPRESENTATIVES TO PARLIAMENT,114
WORKERS REPRESENTATIVES TO PARLIAMENT,101
WORKERS REPRESENTATIVES TO PARLIAMENT,70
WORKERS REPRESENTATIVES TO PARLIAMENT,31
WORKERS REPRESENTATIVES TO PARLIAMENT,28
WORKERS REPRESENTATIVES TO PARLIAMENT,15
WORKERS REPRESENTATIVES TO PARLIAMENT,15
WORKERS REPRESENTATIVES TO PARLIAMENT,13
WORKERS REPRESENTATIVES TO PARLIAMENT,12
WORKERS REPRESENTATIVES TO PARLIAMENT,5
WORKERS REPRESENTATIVES TO PARLIAMENT,3
,
FEMALE   MEMBER OF PARLIAMENT REPRESENTING PWDs,538
FEMALE   MEMBER OF PARLIAMENT REPRESENTING PWDs,175
FEMALE   MEMBER OF PARLIAMENT REPRESENTING PWDs,10
MEMBER OF PARLIAMENT REPRESENTING PWDs,594
MEMBER OF PARLIAMENT REPRESENTING PWDs,519
MEMBER OF PARLIAMENT REPRESENTING PWDs,458
MEMBER OF PARLIAMENT REPRESENTING PWDs,413
MEMBER OF PARLIAMENT REPRESENTING PWDs,293
MEMBER OF PARLIAMENT REPRESENTING PWDs,281
MEMBER OF PARLIAMENT REPRESENTING PWDs,122
MEMBER OF PARLIAMENT REPRESENTING PWDs,23
MEMBER OF PARLIAMENT REPRESENTING PWDs,19
MEMBER OF PARLIAMENT REPRESENTING PWDs,7
MEMBER OF PARLIAMENT REPRESENTING PWDs,4
MEMBER OF PARLIAMENT REPRESENTING PWDs,3
MEMBER OF PARLIAMENT REPRESENTING PWDs,1
MEMBER OF PARLIAMENT REPRESENTING PWDs,0
,
FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,296
FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,66
FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,28
FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,15
FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,11
FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,3
FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,3
FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,3
FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,2
FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,1
FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,0
FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,0
MEMBER OF PARLIAMENT REPRESENTING YOUTH (CENTRAL REGION),780
MEMBER OF PARLIAMENT REPRESENTING YOUTH (CENTRAL REGION),85
MEMBER OF PARLIAMENT REPRESENTING YOUTH (CENTRAL REGION),78
MEMBER OF PARLIAMENT REPRESENTING YOUTH (CENTRAL REGION),49
MEMBER OF PARLIAMENT REPRESENTING YOUTH (CENTRAL REGION),9
MEMBER OF PARLIAMENT REPRESENTING YOUTH (CENTRAL REGION),2
MEMBER OF PARLIAMENT REPRESENTING YOUTH (CENTRAL REGION),1
MEMBER OF PARLIAMENT REPRESENTING YOUTH (EASTERN REGION),967
MEMBER OF PARLIAMENT REPRESENTING YOUTH (EASTERN REGION),448
MEMBER OF PARLIAMENT REPRESENTING YOUTH (EASTERN REGION),208
MEMBER OF PARLIAMENT REPRESENTING YOUTH (EASTERN REGION),105
MEMBER OF PARLIAMENT REPRESENTING YOUTH (EASTERN REGION),11
MEMBER OF PARLIAMENT REPRESENTING YOUTH (EASTERN REGION),1
MEMBER OF PARLIAMENT REPRESENTING YOUTH (NORTHERN REGION),1280
MEMBER OF PARLIAMENT REPRESENTING YOUTH (NORTHERN REGION),104
MEMBER OF PARLIAMENT REPRESENTING YOUTH (NORTHERN REGION),75
MEMBER OF PARLIAMENT REPRESENTING YOUTH (NORTHERN REGION),10
MEMBER OF PARLIAMENT REPRESENTING YOUTH (NORTHERN REGION),3
MEMBER OF PARLIAMENT REPRESENTING YOUTH (WESTERN REGION),1419
MEMBER OF PARLIAMENT REPRESENTING YOUTH (WESTERN REGION),402
MEMBER OF PARLIAMENT REPRESENTING YOUTH (WESTERN REGION),41
MEMBER OF PARLIAMENT REPRESENTING YOUTH (WESTERN REGION),26
MEMBER OF PARLIAMENT REPRESENTING YOUTH (WESTERN REGION),3
MEMBER OF PARLIAMENT REPRESENTING YOUTH (WESTERN REGION),0
,
FEMALE MEMBER OF PARLIAMENT REPRESESNTING OLDER,645
FEMALE MEMBER OF PARLIAMENT REPRESESNTING OLDER,56
MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (CENTRAL REGION),113
MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (CENTRAL REGION),9
MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (CENTRAL REGION),8
MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (CENTRAL REGION),3
MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (CENTRAL REGION),1
MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (EASTERN REGION),
MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (NORTHERN,154
MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (NORTHERN,7
MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (NORTHERN,2
MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (WESTERN,
